Pulley Type,Alignment,Belt Tension (N),Belt Width(mm),Lagging Type,Temperature (Environment) C,Temperature (pulley) C,Vibrations (mm/s),Oil Contamination,Foreign Residue,Humidity ,Belt Length(feet),Time since last service(days),Inspection Checks (Cracks),Inspection Checks(Lagging),Number of Grooves,Response
6,0,3752,1500,1,32.29,43,1.2,4,2,0.4,3000,4,2,2,6,1
4,3,12269,1800,5,45.47,62,1.9,4,3,0.7,5000,25,1,2,8,1
3,5,5739,1500,5,34.76,39,2.6,3,4,0.5,8000,25,1,1,8,1
5,4,11535,1700,4,33.65,47,2.1,3,1,0.5,1500,9,2,2,8,0
1,4,10872,1800,5,47.81,61,1.9,2,4,0.4,8000,7,1,2,6,1
4,2,3666,1500,4,34.99,38,4.6,1,2,0.6,6000,3,1,2,10,0
6,1,3770,1400,2,33.91,41,2.9,2,1,0.6,3000,4,1,1,12,0
3,5,14140,1800,1,31.64,34,3.4,1,4,0.6,5000,28,2,2,12,1
2,3,2214,1400,4,47.47,57,4.2,1,2,0.5,6000,5,2,2,6,1
5,0,6877,1700,3,34.73,29,4,1,3,0.4,1500,2,2,1,12,0
2,4,4457,1400,4,34.81,34,4.5,2,1,0.6,3000,10,2,1,10,0
2,5,4117,1500,1,35.2,25,4.6,2,1,0.8,3000,8,1,1,10,1
1,6,17394,1700,3,46.36,70,4,3,3,0.7,8000,49,3,1,6,0
3,3,12366,1800,1,43.37,41,3.4,1,2,0.7,5000,8,1,2,10,1
4,2,9607,1800,5,33.53,49,2.5,4,2,0.4,8000,5,1,1,8,1
5,3,17808,1900,1,39.29,50,2.8,4,2,0.5,6000,5,1,1,6,1
3,3,2397,1400,4,40.79,48,1.4,4,1,0.5,1500,33,3,3,10,1
5,2,6871,1900,2,49.66,55,4.5,2,1,0.8,6000,9,1,2,8,0
5,1,15115,1700,1,32.78,40,3.8,3,1,0.8,5000,10,1,2,6,0
5,4,19071,1700,4,30.49,47,1.1,3,4,0.4,1500,36,3,3,8,1
1,0,5204,1900,1,40.43,41,1.5,3,2,0.4,3000,5,1,1,8,0
5,6,1518,1300,5,32.87,44,4.2,4,4,0.8,1500,36,3,3,10,1
5,3,7713,1900,5,37.8,33,2.1,4,3,0.6,5000,32,3,3,12,1
5,0,16202,1900,1,46.65,66,4.9,1,2,0.8,3000,10,1,2,6,0
2,1,1522,1200,5,43.91,54,1.8,4,3,0.8,6000,28,2,1,10,1
1,2,18494,1900,3,35.54,29,1.4,3,2,0.7,6000,4,1,1,6,0
2,1,2195,1500,5,46.35,60,4,1,3,0.5,3000,4,1,2,10,0
1,5,2458,1400,1,41.22,37,4.9,1,2,0.4,1500,9,1,1,10,0
2,1,4433,1400,3,37.28,38,2.3,1,2,0.6,6000,3,1,2,6,0
1,5,14534,1800,4,42.45,50,4.3,2,3,0.3,5000,5,1,2,12,0
2,4,3081,1500,3,38.66,41,1.1,3,3,0.4,6000,29,2,1,10,0
4,5,16790,1700,4,48.56,61,4.2,3,4,0.8,3000,15,1,1,12,1
1,5,21761,1700,1,33.55,28,4.8,1,2,0.3,8000,10,2,2,6,0
2,2,5488,1500,2,37.82,40,1.7,4,3,0.8,6000,25,1,2,8,1
2,4,4187,1600,2,44.37,50,2.5,4,1,0.5,5000,38,3,3,12,1
7,6,19544,1800,2,44.07,46,2.5,1,1,0.4,3000,7,1,2,6,0
4,1,3350,1400,3,41.64,45,3.6,2,4,0.5,1500,10,2,2,6,1
5,5,2484,1500,3,32.14,34,3.1,2,1,0.4,8000,3,1,1,10,0
2,0,4512,1600,5,45.19,67,3.3,3,3,0.5,3000,19,1,1,6,0
2,2,5512,1400,5,40.14,42,4.6,1,2,0.3,3000,4,2,1,12,1
2,5,5146,1500,3,31.57,42,4.5,1,1,0.6,3000,3,2,1,12,0
4,3,9147,1900,5,32.11,34,1.2,1,1,0.7,1500,5,2,2,6,0
6,5,2208,1600,5,46.4,66,3,1,4,0.7,3000,37,3,3,12,1
6,0,2953,1600,3,45.68,57,3.5,3,4,0.5,3000,21,1,2,12,1
6,6,3001,1400,3,37,42,2.6,1,4,0.7,3000,33,3,3,6,1
3,3,20576,1700,1,35.45,32,4.4,3,3,0.6,8000,40,4,2,10,1
1,4,20791,1800,3,38.37,43,1.2,1,4,0.7,5000,35,3,3,12,1
1,2,15861,1700,1,47.25,60,4.3,1,3,0.5,6000,5,2,1,10,0
2,0,2611,1500,3,42.76,44,1,4,2,0.5,1500,7,2,1,12,1
3,2,19968,1900,5,49.74,67,4.3,3,3,0.8,8000,46,3,1,12,0
3,4,18053,1800,1,48.36,69,1.2,2,4,0.5,5000,5,1,2,8,1
3,2,6798,1900,1,36.21,30,1.4,1,1,0.8,6000,4,2,2,10,0
4,0,15070,1900,4,42.11,52,4.3,4,1,0.7,8000,17,2,1,6,1
4,1,19177,1700,4,41.16,54,2.4,3,2,0.4,6000,3,2,2,8,0
2,4,4571,1600,2,30.59,47,2.6,1,3,0.4,1500,3,2,1,12,0
6,3,3217,1600,4,38.04,40,1.3,4,4,0.4,3000,38,3,3,10,1
4,3,5686,1400,2,33.14,38,3.3,1,2,0.4,8000,3,2,1,6,0
7,2,11086,1700,1,38.17,47,3.5,1,1,0.7,5000,4,2,2,12,0
3,6,13174,1700,4,45.2,64,4.8,2,2,0.8,6000,4,1,2,12,1
3,4,10702,1900,5,49.38,66,2.8,2,4,0.9,3000,7,1,2,8,1
2,3,3722,1400,5,30.83,27,4.4,2,3,0.7,5000,10,1,1,10,0
5,5,4148,1600,4,48.71,69,4.6,2,3,0.4,3000,3,1,2,10,0
5,5,13684,1700,2,48.08,67,4.1,1,1,0.4,8000,0,1,2,8,0
1,2,21403,1800,2,40.42,40,4.8,4,4,0.8,8000,27,1,2,10,1
2,2,5747,1600,5,35.12,45,1.6,1,4,0.3,6000,33,3,3,12,1
1,2,20643,1800,3,44.47,39,3.4,4,3,0.8,5000,25,2,2,12,1
5,3,11712,1700,3,41.12,52,2.2,1,3,0.5,1500,0,1,1,6,1
5,2,1931,1100,5,33.75,38,2.9,2,1,0.4,1500,7,1,2,6,0
2,5,1982,1200,2,37.64,41,3.7,4,1,0.4,5000,20,2,2,8,1
3,1,7786,1800,1,30.24,26,3.7,2,4,0.4,6000,3,2,1,12,1
4,4,15328,1800,1,47.88,58,4.9,3,3,0.8,5000,46,4,4,6,1
5,1,15694,1700,3,49.65,56,4.3,1,3,0.5,5000,5,1,2,8,1
7,0,16518,1800,3,41.14,49,2.3,3,3,0.3,1500,33,3,3,12,0
1,1,15654,1700,1,46.99,57,3.1,2,2,0.9,1500,4,2,1,8,0
2,1,1370,1300,2,49.81,68,4.5,2,4,0.5,6000,8,1,2,8,1
7,1,7303,1700,4,37.96,50,4.5,3,4,0.7,1500,19,2,1,6,1
4,1,20690,1900,2,49.42,62,2,4,2,0.5,1500,5,2,1,8,1
1,1,11053,1900,4,41.26,45,2.5,4,1,0.5,3000,30,3,3,8,1
7,4,13788,1900,2,43.91,39,4.4,4,2,0.4,3000,6,1,1,12,1
5,1,9906,1900,4,44.15,48,5,4,4,0.4,1500,27,1,1,10,1
4,6,21302,1900,5,33.42,47,3.2,3,1,0.7,3000,7,2,2,12,0
6,1,4029,1600,3,31.82,48,2.2,3,1,0.5,3000,6,1,1,10,0
6,4,4189,1500,2,39.56,41,3.2,1,3,0.6,3000,2,1,1,10,0
6,2,2463,1400,5,43.78,40,2.4,4,3,0.7,3000,17,1,2,6,1
4,3,11184,1700,5,46.27,60,4.8,4,2,0.3,5000,10,1,1,10,1
2,4,2461,1500,3,43.04,50,1.4,3,2,0.6,5000,8,1,1,8,0
7,4,8593,1900,5,30.9,49,4,1,4,0.7,5000,30,3,3,10,1
7,1,19309,1900,5,41.28,52,5,4,3,0.3,5000,21,2,2,6,1
2,6,1449,1100,1,48.23,58,3.6,1,1,0.7,3000,3,1,1,6,1
5,0,20253,1900,2,43.19,35,3.6,4,1,0.5,8000,27,2,1,10,1
4,2,14092,1700,3,47.81,69,3.7,4,1,0.7,5000,32,3,3,8,1
1,3,14635,1900,4,31.25,35,3.2,1,4,0.7,3000,15,2,1,8,1
6,1,2073,1500,5,34.66,30,3.5,4,4,0.4,3000,25,2,2,10,1
6,2,4840,1400,2,39.24,35,4.8,2,1,0.7,3000,5,1,2,12,1
7,1,3729,1600,1,31.18,29,2.6,3,1,0.6,5000,2,1,1,8,0
5,5,7125,1800,5,35.65,45,3.9,3,4,0.6,3000,23,2,2,10,1
7,3,13297,1800,5,37.37,35,5,1,2,0.8,1500,6,1,2,8,0
7,3,16533,1700,5,47.27,63,4,3,2,0.9,1500,9,2,2,12,0
5,1,9352,1700,3,37.39,39,1.6,3,4,0.6,1500,19,2,2,6,1
6,6,3873,1500,1,42.11,40,2.4,1,1,0.9,3000,1,1,1,12,1
2,2,2217,1500,3,44.1,54,4.4,2,2,0.3,6000,9,2,1,10,1
7,3,12408,1800,5,36.67,48,1.1,2,4,0.7,5000,7,2,1,10,1
4,4,5937,1500,2,47.59,65,3.8,3,2,0.5,8000,9,1,1,6,0
1,0,7539,1800,2,46.74,56,1.3,2,2,0.7,6000,7,1,1,10,0
5,6,9520,1900,2,30.92,42,1.4,3,4,0.8,6000,20,1,1,12,1
4,3,5838,1600,2,33.62,34,1.1,4,4,0.9,8000,22,2,2,8,1
3,4,17273,1800,2,34.36,38,1.3,4,3,0.7,6000,19,1,1,10,1
4,2,6377,1800,4,35.29,36,3.6,3,2,0.4,8000,6,1,2,6,1
3,2,5105,1400,1,32.3,40,1.5,4,4,0.9,3000,40,3,4,10,1
6,2,2904,1400,1,46.05,59,4,4,1,0.5,3000,19,2,1,12,1
6,1,4506,1400,5,37,26,1.4,4,4,0.6,3000,24,1,1,10,1
2,6,1579,1300,1,33.59,43,1.1,4,2,0.3,6000,3,2,1,10,1
6,0,3473,1400,1,31.46,39,2.7,1,3,0.5,3000,9,2,1,12,0
3,4,12338,1800,2,46.43,67,2.4,1,2,0.6,5000,5,2,2,12,0
3,3,17477,1800,2,32.97,26,4.5,4,1,0.4,1500,18,1,2,12,1
6,2,2590,1600,2,35.02,47,4.6,1,3,0.4,3000,1,1,2,6,1
2,0,1200,1100,1,30.66,29,3,1,1,0.4,6000,4,2,2,10,0
7,0,20833,1700,2,43.8,37,5,2,2,0.3,1500,7,1,1,6,1
5,3,2006,1500,1,43.03,37,1.2,2,2,0.3,6000,6,1,2,12,1
2,3,4530,1400,3,32.17,33,2.7,2,2,0.6,1500,8,1,2,8,0
6,6,4405,1500,4,33.44,34,1.9,3,4,0.5,3000,31,3,3,12,1
4,6,11193,1800,1,38.86,37,3.4,3,2,0.5,3000,6,1,1,12,1
5,1,9195,1700,4,35.31,42,3.1,3,4,0.5,6000,31,3,3,6,1
1,1,15719,1900,5,41.29,46,4.5,2,3,0.4,3000,8,2,1,8,1
2,5,4215,1500,1,44.32,48,2.1,2,3,0.8,3000,3,1,2,12,0
2,1,4371,1500,2,38.94,46,3.1,2,2,0.8,3000,3,1,1,12,1
5,0,17019,1800,1,37.99,45,2.3,4,1,0.5,5000,23,1,1,10,1
3,1,18046,1800,4,41.18,35,3.1,2,4,0.7,1500,5,1,2,10,1
7,2,2686,1400,3,30.71,27,2.1,2,1,0.9,3000,8,1,2,8,0
6,0,2500,1400,2,43.31,43,3.6,4,4,0.9,3000,26,1,2,6,1
5,1,2315,1500,2,49.7,61,2.1,1,2,0.6,5000,9,2,2,6,0
7,0,18580,1900,5,41.27,52,1.5,3,1,0.5,1500,10,1,1,8,0
6,3,3252,1500,1,36.01,26,1.3,2,2,0.8,3000,6,2,1,8,0
7,5,1562,1300,3,32.55,34,1.5,3,4,0.9,1500,25,1,2,10,1
6,4,2551,1400,4,30.37,47,2.8,4,3,0.5,3000,28,2,2,8,1
5,5,6243,1700,5,44.55,35,3.7,2,1,0.3,1500,6,1,2,10,0
3,0,3010,1400,3,42.67,52,1.1,2,2,0.5,5000,7,1,1,10,1
3,4,16836,1800,1,32.73,44,2.6,1,2,0.5,3000,6,1,2,10,0
4,3,2273,1400,3,31.05,50,4.8,4,4,0.6,3000,20,2,2,6,1
1,2,1925,1300,1,46.54,60,4.7,2,4,0.6,6000,7,1,2,12,1
6,4,3313,1400,4,45.09,56,1.6,4,3,0.8,3000,29,2,2,8,1
6,4,3914,1400,5,41.32,51,1.5,3,1,0.9,3000,10,1,2,10,0
5,5,9275,1700,4,48.64,55,1.9,4,3,0.3,8000,17,1,1,12,1
1,3,1569,1800,1,40.84,54,3.8,1,2,0.8,5000,8,2,1,12,1
3,0,13282,1900,3,33.91,37,1.5,3,4,0.7,5000,40,3,1,10,1
5,2,15474,1700,5,37.13,50,3,2,1,0.4,5000,6,2,1,10,0
5,6,18480,1700,1,49.95,61,1.1,1,3,0.5,5000,1,1,2,10,0
4,6,12123,1800,5,40.07,47,4.7,4,1,0.8,6000,27,2,1,6,1
7,6,5818,1500,1,49.24,56,1.3,4,4,0.9,5000,30,3,3,10,1
7,0,5224,1400,3,40.25,54,2.8,3,1,0.9,3000,5,1,1,8,1
1,4,15658,1800,4,36.97,45,2.3,3,1,0.4,6000,9,2,2,8,0
7,1,20771,1800,2,44.08,50,1.3,2,3,0.8,3000,6,2,1,10,1
7,5,4363,1600,2,43.48,37,1.1,4,3,0.3,5000,40,1,3,8,1
6,2,3584,1600,1,32.68,36,1,2,3,0.8,3000,4,2,2,6,1
4,3,18769,1800,2,38.42,54,3.5,2,3,0.7,8000,6,2,1,8,1
6,4,2986,1500,3,41.84,38,4.1,1,2,0.5,3000,7,1,1,10,1
2,4,5985,1400,3,42.94,54,2.3,1,3,0.4,1500,3,2,2,10,0
2,6,4685,1500,4,43.18,37,4.2,1,4,0.7,1500,28,1,2,12,1
2,1,1688,1200,1,48.74,68,2.9,4,4,0.6,5000,33,3,3,8,1
4,6,8923,1800,2,45.89,55,1.6,3,4,0.8,8000,37,3,3,10,1
4,0,8789,1800,1,32.61,37,1.4,4,2,0.6,8000,8,1,1,10,1
4,6,5642,1400,3,32.82,34,3.3,4,4,0.5,6000,28,1,2,6,1
1,1,13652,1900,1,32.55,25,3.5,3,4,0.5,6000,24,1,1,12,1
1,0,18637,1800,2,32.77,38,3.7,3,1,0.8,8000,4,1,1,10,0
5,6,19346,1900,3,33.96,32,4.2,2,3,0.7,3000,3,1,2,10,0
4,3,6387,1700,3,38.32,37,3.8,3,2,0.3,6000,7,1,1,12,0
1,6,14611,1700,2,45.1,58,2.4,4,4,0.5,1500,29,2,2,8,1
3,4,15523,1900,1,48.7,66,2.8,4,4,0.8,5000,27,2,1,8,1
6,3,2501,1400,4,44.4,54,3.1,4,2,0.5,3000,3,2,1,10,1
1,5,8738,1700,3,39.7,39,3.7,1,3,0.6,6000,8,1,1,10,1
2,6,1547,1300,4,41.61,36,1.4,2,4,0.4,3000,6,1,2,12,1
5,3,14783,1800,1,46.54,68,5,3,1,0.4,5000,4,2,1,6,0
4,5,8400,1900,4,37.03,35,1.3,2,3,0.6,8000,3,1,1,10,0
5,5,12353,1700,2,45.39,62,2.5,4,3,0.9,6000,21,1,2,10,1
2,1,3085,1600,4,37.68,40,3.9,2,3,0.3,6000,5,2,2,12,1
5,0,13190,1900,1,49.65,60,3.2,4,1,0.7,1500,25,2,2,12,1
1,3,3289,1400,3,45.3,58,4.6,3,3,0.6,6000,40,3,1,6,1
6,1,4221,1600,5,39.21,46,1.5,3,3,0.8,3000,49,3,2,6,0
5,6,13214,1700,5,46.31,65,1.8,1,3,0.8,1500,3,1,1,6,0
1,5,18806,1900,1,35.23,50,3.4,1,4,0.8,8000,34,3,3,6,1
6,5,4608,1500,1,48.18,63,4.2,3,3,0.7,3000,28,2,2,10,1
5,1,21794,1800,1,32.91,32,1.5,4,3,0.6,5000,27,1,2,6,1
7,2,15581,1800,5,44.81,52,3.1,3,2,0.6,5000,8,1,1,6,0
6,3,4116,1400,2,32.43,41,3.5,4,1,0.7,3000,27,1,1,6,1
4,1,12971,1700,3,33.76,35,2.4,2,1,0.9,8000,9,1,2,8,0
4,5,2642,1400,4,48.04,66,2,3,2,0.7,3000,9,2,1,12,0
5,2,17037,1700,5,31.96,44,4.2,3,1,0.8,8000,7,1,1,12,1
4,4,17882,1700,3,46.2,57,2.2,2,4,0.9,5000,3,1,1,8,1
5,3,2972,1500,2,48.37,67,1,1,3,0.4,1500,6,1,1,6,0
2,2,4575,1600,1,42.38,43,4.9,1,2,0.8,5000,7,2,2,6,1
5,6,3031,1600,4,47.89,58,2.9,4,3,0.7,8000,34,3,3,8,1
6,2,4436,1500,1,36.53,31,2.1,3,4,0.4,3000,24,2,1,12,1
6,6,4624,1400,5,49.56,58,4.3,4,4,0.5,3000,38,3,3,8,1
1,2,11609,1900,2,46.76,57,4.8,4,3,0.6,1500,34,3,3,6,1
7,3,15598,1700,2,44.98,38,4.6,4,1,0.8,5000,24,1,1,12,1
2,0,2743,1600,3,35.9,27,1.4,1,3,0.8,6000,0,1,1,12,0
6,4,3145,1500,1,33.04,36,3.1,3,4,0.7,3000,32,3,3,12,1
2,4,4666,1500,3,36.36,33,3,4,3,0.5,3000,15,1,1,12,1
7,3,14236,1800,1,41.32,46,2.6,1,1,0.8,3000,3,1,2,6,0
5,0,4448,1600,3,45.92,63,2.3,1,1,0.7,8000,6,1,1,8,1
6,3,4172,1500,1,32.79,43,3.4,2,2,0.6,3000,9,2,2,8,0
3,6,4904,1400,2,47.46,56,2.1,3,1,0.4,6000,8,2,1,8,1
3,0,14444,1900,5,47.35,69,4.4,1,4,0.8,5000,36,3,3,10,1
4,0,18019,1700,4,46.41,61,1.5,2,4,0.5,1500,10,1,1,10,1
6,2,4118,1400,1,48.36,69,4.6,1,3,0.7,3000,0,2,1,10,0
2,4,3318,1600,3,30.69,33,3,3,3,0.7,3000,44,2,3,6,0
3,5,6539,1700,3,42.19,51,2.1,3,4,0.8,6000,39,3,3,12,1
5,2,14893,1900,4,32.05,43,3.4,3,1,0.3,6000,7,1,1,8,1
4,0,21059,1900,4,44.66,38,1.1,4,1,0.7,6000,18,1,1,12,1
6,0,3740,1400,3,34.58,47,4.4,3,4,0.4,3000,28,1,2,8,1
2,6,5151,1400,5,44.3,36,4.2,2,4,0.8,3000,3,1,1,10,1
2,4,1501,1200,3,46.49,62,1.1,1,2,0.6,3000,9,2,1,8,0
6,0,3009,1500,4,48.54,66,2.6,2,4,0.7,3000,6,1,1,8,1
3,5,3176,1400,3,41.69,36,3.2,4,1,0.7,8000,39,3,3,6,1
1,5,16929,1800,5,33.6,47,3.8,1,4,0.9,1500,36,3,3,10,1
5,6,12247,1800,2,35.87,42,4.1,2,3,0.5,6000,8,2,2,6,1
2,1,2632,1500,3,33.71,50,4.2,2,1,0.6,3000,5,1,2,12,1
2,1,2622,1500,4,33.96,33,3.1,4,3,0.6,6000,29,1,2,6,1
7,3,2355,1400,2,48.72,60,1.5,4,3,0.4,1500,40,1,2,12,1
1,5,3783,1800,1,47.68,68,3.2,1,3,0.5,5000,7,2,2,12,1
6,1,4071,1600,1,48.18,69,1.3,4,3,0.5,3000,36,3,3,6,1
7,4,2035,1500,1,34.29,40,3.4,3,3,0.7,5000,34,3,3,6,0
5,3,19786,1900,3,45.12,59,3.6,1,1,0.7,6000,1,1,2,10,1
1,5,2475,1600,4,36.72,31,2.8,2,2,0.4,8000,10,1,2,10,0
5,5,12615,1800,4,44.09,47,2.3,1,1,0.7,5000,2,1,2,8,0
2,6,1504,1100,4,36.89,30,3,3,3,0.4,3000,16,1,2,6,0
1,0,10200,1900,5,30.75,47,1.2,3,2,0.4,6000,6,2,1,12,0
7,5,9507,1700,4,45.02,62,2.5,3,1,0.7,1500,5,1,2,8,0
7,5,7197,1900,1,48.41,68,4.8,1,3,0.6,5000,1,1,2,12,1
7,0,4903,1400,1,43.09,38,3.5,3,1,0.8,3000,0,2,2,12,0
2,3,3574,1400,5,36.44,26,2,1,3,0.5,1500,2,2,2,12,0
2,1,4311,1500,5,46.51,70,1.8,3,1,0.5,1500,8,2,2,6,0
5,1,8166,1700,3,34.24,47,2.5,4,1,0.9,6000,36,3,3,8,1
4,4,19989,1700,1,47.34,57,2.3,4,1,0.9,1500,33,3,3,6,1
2,1,4433,1500,3,49.86,65,4.6,1,1,0.5,1500,5,2,2,8,0
5,5,5566,1600,3,45.91,70,2.7,3,2,0.4,6000,10,2,1,12,1
2,3,2027,1600,2,39.95,45,1.5,4,3,0.5,5000,21,1,2,10,1
1,2,10404,1800,2,34.15,42,1.4,1,4,0.3,5000,19,1,2,12,1
1,3,14014,1700,4,35.4,25,2.9,2,4,0.6,1500,6,2,2,8,1
5,5,15460,1700,2,43.61,35,4.7,2,4,0.7,5000,3,2,2,6,1
4,1,6830,1700,2,31.45,25,3.9,3,2,0.6,5000,8,1,1,10,1
4,5,10252,1900,4,40.28,54,2,1,3,0.4,6000,1,1,1,6,1
2,0,4307,1500,4,48.9,69,1.1,2,4,0.4,6000,10,2,1,12,1
7,4,12684,1800,5,32.54,42,4.2,1,1,0.9,3000,2,1,1,8,1
4,0,16312,1700,2,32.77,32,2,2,3,0.5,6000,9,1,2,10,0
1,6,17325,1900,5,34.4,47,2.4,3,4,0.7,8000,25,2,2,10,1
7,4,5861,1400,3,43.33,36,2.6,2,2,0.7,1500,6,2,2,10,1
6,0,2760,1400,5,46.11,70,2,1,2,0.5,3000,6,2,1,10,1
2,4,5104,1400,2,33.03,48,3,2,3,0.5,1500,7,2,2,12,0
5,5,10763,1900,1,42.14,51,3.9,4,4,0.8,5000,26,1,2,12,1
4,5,8054,1800,5,35.36,35,1.1,3,1,0.7,1500,5,2,2,6,0
1,3,13141,1800,1,36.97,30,2.6,3,2,0.8,8000,4,1,1,12,1
6,0,4098,1500,4,39.74,49,3.3,4,3,0.9,3000,35,3,3,10,1
4,0,7295,1700,4,49.43,58,2.2,2,2,0.5,8000,8,1,2,10,0
3,4,1562,1200,1,32.21,50,4.1,1,1,0.5,1500,9,1,2,8,0
6,6,2504,1400,1,40.7,53,2.8,1,2,0.3,3000,8,2,1,6,0
7,4,9218,1800,4,44.52,36,2.1,4,3,0.9,3000,30,3,3,12,1
6,4,4451,1500,3,40.76,46,3.6,1,2,0.8,3000,7,2,2,6,1
3,1,5713,1600,5,49.93,55,2.6,2,4,0.5,5000,5,2,2,6,1
5,4,18486,1800,2,36.92,40,4.5,1,2,0.3,5000,8,2,1,10,0
2,3,5328,1400,3,32.43,50,3.7,2,3,0.7,1500,7,2,2,8,0
5,5,19814,1900,4,40.92,37,4.4,2,2,0.8,3000,5,2,1,8,0
6,3,2876,1600,3,41.8,42,2.1,4,2,0.4,3000,9,1,1,12,1
6,4,2626,1600,1,42.21,46,3.8,4,1,0.4,3000,26,1,1,12,1
2,2,3215,1500,3,41.01,49,2,4,1,0.4,5000,19,2,1,8,1
7,0,19301,1800,3,33.6,40,2.5,4,2,0.7,5000,8,1,1,10,1
4,3,12605,1800,4,33.16,47,2.6,3,2,0.5,3000,9,1,2,12,0
1,3,19223,1800,3,31.64,40,4.6,3,3,0.8,6000,12,1,2,10,1
2,1,4432,1400,3,36.03,28,4.4,4,1,0.5,5000,36,3,3,12,1
5,2,11656,1700,1,48.35,57,4.2,1,3,0.4,8000,10,1,2,6,0
6,6,3060,1400,1,34.21,34,1.1,2,4,0.3,3000,5,1,2,12,1
3,6,13343,1800,5,30.92,50,3.4,2,1,0.4,8000,6,1,1,6,0
4,0,17285,1700,4,36.68,49,1.2,4,4,0.7,6000,18,1,1,6,1
5,5,7265,1900,2,37.13,27,4.1,4,4,0.5,6000,22,1,2,6,1
3,3,2591,1400,3,45.29,64,4,3,3,0.5,5000,15,2,2,10,1
2,2,2076,1600,4,36.73,46,1.9,1,2,0.6,3000,4,1,1,8,0
7,3,14741,1700,5,37.04,32,2.7,2,1,0.6,1500,4,1,1,10,0
1,6,3864,1400,2,48.31,68,1.5,4,4,0.6,1500,15,2,1,10,1
4,6,20861,1800,5,42.41,49,3.6,2,4,0.6,8000,3,1,2,12,1
1,0,20638,1800,5,41.17,35,3.8,4,2,0.5,5000,6,2,2,12,1
2,5,5508,1600,1,38.54,37,2.4,2,3,0.4,6000,6,1,1,8,0
3,4,18215,1800,5,48.79,65,4.8,4,3,0.8,6000,24,2,1,10,1
7,0,19187,1800,4,44.85,46,3,2,2,0.8,3000,3,2,2,12,0
2,6,3547,1500,4,49.72,59,1.7,3,4,0.7,5000,37,3,3,6,1
4,5,20169,1900,5,36.18,37,1.1,3,3,0.5,8000,40,1,4,8,1
1,5,9242,1800,4,49.44,67,4.3,4,4,0.9,8000,29,2,1,8,1
3,4,15493,1900,2,45.99,68,3.2,3,2,0.8,1500,9,1,2,10,0
1,1,14226,1900,3,31.86,50,3.1,1,3,0.5,6000,5,2,2,10,1
3,3,3745,1500,4,33.19,50,3.5,3,3,0.5,3000,24,2,1,12,0
2,6,2113,1500,1,33.01,36,3.8,1,4,0.8,1500,38,3,3,10,1
1,0,11847,1700,1,31.59,27,1.8,2,2,0.8,8000,3,2,2,8,0
7,6,18265,1700,1,38.19,38,3.4,1,1,0.8,1500,10,1,2,12,1
5,6,11542,1700,1,30.29,33,2.8,3,3,0.8,5000,10,2,1,6,0
7,3,13516,1800,3,36.36,31,1.6,3,3,0.4,5000,33,3,3,6,0
6,5,2930,1600,1,38.76,37,1.7,1,4,0.6,3000,19,2,2,8,1
3,0,5472,1400,2,47.45,62,4.8,3,2,0.7,5000,3,2,2,10,0
5,1,13639,1900,2,48.9,64,1.6,3,4,0.5,3000,16,2,1,6,1
3,5,21623,1900,1,48.75,60,4.6,2,4,0.7,3000,5,2,1,8,1
3,6,12853,1700,5,41.58,54,1.3,4,2,0.7,8000,4,1,1,6,1
6,1,2949,1400,5,49.25,61,2.8,2,4,0.6,3000,9,2,1,6,1
3,3,14221,1900,3,46.47,69,3.6,3,4,0.6,1500,34,3,3,8,1
5,2,21402,1800,5,47.81,62,4.4,2,2,0.3,3000,9,1,1,6,1
2,1,5234,1600,2,45.51,57,2.7,4,4,0.9,5000,15,1,1,6,1
5,0,7293,1900,4,37.83,32,3,1,4,0.7,1500,27,2,1,8,1
2,0,4355,1600,2,37.17,40,2.2,4,2,0.5,6000,8,2,2,12,1
2,6,5560,1600,5,41.62,39,1.8,1,2,0.7,6000,5,1,1,12,1
3,2,5612,1600,2,45.98,57,2.5,4,2,0.5,5000,5,1,2,8,1
1,0,3915,1400,4,45.34,65,4.2,2,2,0.9,1500,5,1,1,6,0
3,6,18623,1800,2,36.13,40,3.7,4,4,0.5,6000,30,3,3,8,1
5,6,3412,1400,1,43.34,46,1.2,4,3,0.8,5000,17,1,1,8,1
4,3,3585,1400,5,35.28,38,4.8,3,3,0.3,8000,45,2,3,12,0
1,4,9660,1900,2,48.8,69,2.3,3,2,0.7,3000,6,2,1,8,0
7,4,7613,1900,3,45.15,70,2.6,1,4,0.8,1500,20,2,1,12,1
1,2,16107,1700,2,42.17,52,3.2,2,4,0.4,8000,4,1,2,10,1
7,1,9315,1700,2,35.23,50,3.8,1,4,0.6,5000,40,4,4,8,1
6,3,2009,1500,3,49.1,68,2.4,1,1,0.8,3000,1,2,2,8,0
4,5,7449,1700,2,36.69,36,4.2,1,3,0.8,3000,8,1,2,12,0
3,3,8915,1900,4,33.31,34,3.2,4,3,0.3,1500,21,2,1,12,1
1,6,3809,1500,1,41.4,40,4.6,3,2,0.9,6000,5,2,1,8,1
7,5,8992,1700,2,30.95,36,3.5,2,2,0.6,1500,6,1,1,10,0
1,6,20304,1900,2,38.3,52,1.2,1,3,0.8,3000,9,2,2,8,1
1,0,20904,1900,4,34.66,25,1.4,3,4,0.8,6000,31,3,3,12,1
6,6,2861,1500,4,45.39,59,1.1,3,1,0.8,3000,7,2,2,8,0
